symbol,name,type,leverage,inverse,category,sector,note
DT,Dynatrace,stock,1,no,sp500,Technology,
DDOG,Datadog,stock,1,no,sp500,Technology,
APM,Aptorum Group Limited,stock,1,no,sp500,Other,
NCTY,The9 Limited,stock,1,no,sp500,Other,
MSGM,Motorsport Games,stock,1,no,sp500,Other,
BILI,Bilibili,stock,1,no,sp500,Communication,
HUYA,Huya,stock,1,no,sp500,Communication,
DOYU,DouYu International,stock,1,no,sp500,Other,
NTES,NetEase,stock,1,no,sp500,Communication,
EA,Electronic Arts,stock,1,no,sp500,Communication,
TTWO,Take-Two Interactive,stock,1,no,sp500,Communication,
CRSR,Corsair Gaming,stock,1,no,sp500,Other,
LOGI,Logitech,stock,1,no,sp500,Communication,
SNY,Sanofi,stock,1,no,sp500,Other,
SAN,Banco Santander,stock,1,no,sp500,Financials,
BBVA,BBVA,stock,1,no,sp500,Financials,
ING,ING Group,stock,1,no,sp500,Financials,
DB,Deutsche Bank,stock,1,no,sp500,Financials,
CS,"Credit Suisse Group (acquired by UBS, 2023)",stock,1,no,sp500,Financials,
UBS,UBS,stock,1,no,sp500,Financials,
LYG,Lloyds Banking,stock,1,no,sp500,Financials,
BCS,Barclays,stock,1,no,sp500,Financials,
HSBC,HSBC,stock,1,no,sp500,Financials,
NWG,NatWest,stock,1,no,sp500,Financials,
STLA,Stellantis,stock,1,no,sp500,Consumer,
RACE,Ferrari,stock,1,no,sp500,Consumer,
BAM,Brookfield Asset Mgmt,stock,1,no,sp500,Financials,
BIP,Brookfield Infrastructure,stock,1,no,sp500,Financials,
BEP,Brookfield Renewable,stock,1,no,sp500,Financials,
BN,Brookfield Corp,stock,1,no,sp500,Financials,
VOO,Vanguard S&P 500,etf,1,no,etoro-etf,ETF:sp500,sp500
VTI,Vanguard Total US Market,etf,1,no,etoro-etf,ETF:us-total,us-total
QQQ,Invesco Nasdaq 100,etf,1,no,etoro-etf,ETF:nasdaq100,nasdaq100
VUG,Vanguard Growth,etf,1,no,etoro-etf,ETF:us-growth,us-growth
IEFA,iShares Core MSCI EAFE,etf,1,no,etoro-etf,ETF:intl-dev,intl-dev
VTV,Vanguard Value,etf,1,no,etoro-etf,ETF:us-value,us-value
VXUS,Vanguard Total International,etf,1,no,etoro-etf,ETF:intl-total,intl-total
IEMG,iShares Core MSCI Emerging Mkts,etf,1,no,etoro-etf,ETF:emerging,emerging
VGT,Vanguard Information Technology,etf,1,no,etoro-etf,ETF:us-tech,us-tech
IJH,iShares Core S&P Mid-Cap,etf,1,no,etoro-etf,ETF:us-midcap,us-midcap
VIG,Vanguard Dividend Appreciation,etf,1,no,etoro-etf,ETF:dividend,dividend
FLKR,Franklin FTSE South Korea,etf,1,no,etoro-etf,ETF:korea,korea
SOXX,iShares Semiconductor,etf,1,no,etoro-etf,ETF:semis,semis
EPU,iShares MSCI Peru,etf,1,no,etoro-etf,ETF:peru,peru
EWT,iShares MSCI Taiwan,etf,1,no,etoro-etf,ETF:taiwan,taiwan
XBI,SPDR S&P Biotech,etf,1,no,etoro-etf,ETF:biotech,biotech
SILJ,Amplify Junior Silver Miners,etf,1,no,etoro-etf,ETF:silver-miners,silver-miners
XES,SPDR Oil & Gas Equipment,etf,1,no,etoro-etf,ETF:energy-services,energy-services
CRAK,VanEck Oil Refiners,etf,1,no,etoro-etf,ETF:refiners,refiners
AIA,iShares Asia 50,etf,1,no,etoro-etf,ETF:asia,asia
ARKG,ARK Genomic Revolution,etf,1,no,etoro-etf,ETF:genomics,genomics
BOAT,SonicShares Global Shipping,etf,1,no,etoro-etf,ETF:shipping,shipping
IHE,iShares US Pharmaceuticals,etf,1,no,etoro-etf,ETF:pharma,pharma
GDXJ,VanEck Junior Gold Miners,etf,1,no,etoro-etf,ETF:gold-miners,gold-miners
EMXC,iShares EM ex-China,etf,1,no,etoro-etf,ETF:em-ex-china,em-ex-china
UGA,US Gasoline Fund,etf,1,no,etoro-etf,ETF:gasoline,gasoline
LIT,Global X Lithium & Battery,etf,1,no,etoro-etf,ETF:lithium,lithium
DBO,Invesco DB Oil,etf,1,no,etoro-etf,ETF:crude,crude
NANR,SPDR Natural Resources,etf,1,no,etoro-etf,ETF:natres,natres
GRID,First Trust Smart Grid,etf,1,no,etoro-etf,ETF:infra-grid,infra-grid
RWR,SPDR Dow Jones REIT,etf,1,no,etoro-etf,ETF:reit,reit
PAVE,Global X US Infrastructure,etf,1,no,etoro-etf,ETF:infrastructure,infrastructure
IGF,iShares Global Infrastructure,etf,1,no,etoro-etf,ETF:infra-global,infra-global
COLO,Global X Data Center & Digital Infra,etf,1,no,etoro-etf,ETF:data-centers,data-centers
QCLN,First Trust Clean Energy,etf,1,no,etoro-etf,ETF:clean-energy,clean-energy
TAN,Invesco Solar,etf,1,no,etoro-etf,ETF:solar,solar
AAOI,"Applied Optoelectronics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AAON,"AAON, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AAPG,Ascentage Pharma Group International - American Depository Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AARD,"Aardvark Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABAT,American Battery Technology Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABCL,AbCellera Biologics Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABEO,Abeona Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABLV,Able View Global Inc. - Class B Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABNB,"Airbnb, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABSI,Absci Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABTC,American Bitcoin Corp. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABTS,Abits Group Inc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABUS,Arbutus Biopharma Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ABVC,"ABVC BioPharma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACB,Aurora Cannabis Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACDC,ProFrac Holding Corp. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACET,"Adicet Bio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACFN,"Acorn Energy, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACGL,Arch Capital Group Ltd. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACHV,"Achieve Life Sciences, Inc. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACIC,American Coastal Insurance Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACIU,AC Immune SA - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACIW,"ACI Worldwide, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACLS,"Axcelis Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACMR,"ACM Research, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACNB,ACNB Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACNT,Ascent Industries Co. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACOG,Alpha Cognition Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACON,"Aclarion, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACT,"Enact Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACTG,Acacia Research Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADAM,"Adamas Trust, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADEA,Adeia Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADMA,ADMA Biologics Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADP,"Automatic Data Processing, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADPT,Adaptive Biotechnologies Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADTN,"ADTRAN Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADUR,Aduro Clean Technologies Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADUS,Addus HomeCare Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADV,Advantage Solutions Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ADVB,Advanced Biomed Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEBI,Aebi Schmidt Holding AG - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEC,Anfield Energy Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEHR,Aehr Test Systems - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEI,Alset Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEIS,"Advanced Energy Industries, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEMD,"Aethlon Medical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AENT,Alliance Entertainment Holding Corporation - common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEP,"American Electric Power Company, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AERT,"Aeries Technology, Inc. - Class A Ordinary Share",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AESP,Aeon Acquisition I Corp. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEVA,"Aeva Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AEYE,"AudioEye, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AFCG,Advanced Flower Capital Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AFRI,Forafric Global PLC - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AFYA,Afya Limited - Class A Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGEN,Agenus Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGNC,AGNC Investment Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGNT,"AGNT, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AGPU,Axe Compute Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AHCO,AdaptHealth Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIAI,AIAI Holdings Corporation - Class A common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIBZ,Bitzero Holdings Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIFF,"Firefly Neuroscience, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIFU,AIFU Inc. - Class A Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIHS,Senmiao Technology Limited - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIIO,Robo.ai Inc. - Class B Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIIR,Air Global PLC - Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIMD,"Ainos, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIOS,AIOS Tech Inc. - Class A Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIOT,"PowerFleet, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIP,"Arteris, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRE,reAlpha Tech Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRG,"Airgain, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRO,"AIRO Group Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRS,"AirSculpt Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIRT,"Air T, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AISP,"Airship AI Holdings, Inc - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AKBA,"Akebia Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AKTS,"Aktis Oncology, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALAB,"Astera Labs, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALCO,"Alico, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALEC,"Alector, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALGM,"Allegro MicroSystems, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALGS,"Aligos Therapeutics, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALHC,"Alignment Healthcare, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALKS,Alkermes plc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALKT,"Alkami Technology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALLO,"Allogene Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALLR,"Allarity Therapeutics, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALLT,Allot Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALM,Almonty Industries Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALMR,"Alamar Biosciences, Inc. - Class A common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALMS,Alumis Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALMU,"Aeluma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALNT,Allient Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALOT,"AstroNova, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALOY,REalloys Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALRM,"Alarm.com Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALRS,Alerus Financial Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALT,"Altimmune, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALTI,"AlTi Global, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALTO,"Alto Ingredients, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALVO,Alvotech - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ALXO,ALX Oncology Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMAL,Amalgamated Financial Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMCI,AMC Robotics Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMCX,AMC Global Media Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMIX,"Autonomix Medical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMKR,"Amkor Technology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMPG,"Amplitech Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMPL,"Amplitude, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMSC,American Superconductor Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMSF,"AMERISAFE, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMST,Amesite Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AMTX,"Aemetis, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANAB,"AnaptysBio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANDE,"The Andersons, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANGH,Anghami Inc. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANGI,Angi Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANGO,"AngioDynamics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANIK,Anika Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANIX,"Anixa Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANNA,"AleAnna, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANNX,"Annexon, Inc. - common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANTX,"AN2 Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ANY,Sphere 3D Corp. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
AOUT,"American Outdoor Brands, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APA,APA Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APC,ARKO Petroleum Corp. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APEI,"American Public Education, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APGE,"Apogee Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
API,"Agora, Inc. - ADS",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APLD,Applied Digital Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APLM,Apollomics Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APMC,AmperCap Acquisition Company - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APMD,"Apnimed, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APOG,"Apogee Enterprises, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APP,Applovin Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APPF,"AppFolio, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APPS,"Digital Turbine, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APUR,Aperture AC - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APVO,Aptevo Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
